comment_id,date,civic_content,department,type,website
Ugy5mGaIYAJguBVKIgx4AaABAg,2017-11-16T02:28:00Z,mosquito service handled very well. Appreciated.,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
UgzL-YWfJFjY8lqL6Ed4AaABAg,2025-07-22T07:02:03Z,Drainage blocked foul odor spreading people disgusted,Health & Environment,Complaint,https://www.youtube.com/shorts/7hayOnoy4kM
UgxBmAuTuUVsfKyGngN4AaABAg,2025-04-17T18:38:01Z,Positive changes seen in ಸೊಳ್ಳೆ. Thanks team.,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
Ugw51NhUtTmkxIpCUip4AaABAg,2025-07-27T07:51:14Z,Sewage mixing with tap water families scared and frustrated,Health & Environment,Complaint,https://www.youtube.com/shorts/7hayOnoy4kM
UgwnKc4DtWSJ3rGQM4d4AaABAg,2025-09-27T08:23:13Z,Good improvement in ಮಾಲಿನ್ಯ. Thank you!,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
Ugwbx7EJ8JRZ6AG2DY94AaABAg,2025-07-30T12:28:05Z,Mosquito menace increasing no fogging done residents fearful of dengue,Health & Environment,Complaint,https://www.youtube.com/shorts/7hayOnoy4kM
UgwBLT6iCrXke8DVuL94AaABAg,2024-07-08T12:18:48Z,Stagnant water everywhere mosquito breeding uncontrolled families worried about malaria,Health & Environment,Complaint,https://www.youtube.com/shorts/7hayOnoy4kM
UgxBmAuTuUVsfKyGngN4AaABAg,2025-04-17T18:38:01Z,Positive changes seen in ಸೊಳ್ಳೆ. Thanks team.,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
UgzLy89EPAr5eYPdgMV4AaABAg,2025-05-18T08:48:05Z,Dust rising from construction sites children suffering allergies families frustrated,Health & Environment,Complaint,https://www.youtube.com/shorts/7hayOnoy4kM
UgyZvwsFhfTnKf41Xix4AaABAg,2025-03-17T21:01:35Z,Great response regarding ಆರೋಗ್ಯ. ಧನ್ಯವಾದಗಳು!,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
UgwnKc4DtWSJ3rGQM4d4AaABAg,2025-09-27T08:23:13Z,Good improvement in ಮಾಲಿನ್ಯ. Thank you!,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
Ugw51NhUtTmkxIpCUip4AaABAg,2025-07-27T07:51:14Z,Noise pollution from machinery unbearable residents angry,Health & Environment,Complaint,https://www.youtube.com/shorts/7hayOnoy4kM
UgwBLT6iCrXke8DVuL94AaABAg,2024-07-08T12:18:48Z,Mosquito menace spreading diseases families fearful and frustrated,Health & Environment,Complaint,https://www.youtube.com/shorts/7hayOnoy4kM
Ugxlu08cCt7AMmDqxKN4AaABAg,2024-10-23T04:23:43Z,health service handled very well. Appreciated.,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
Ugwbx7EJ8JRZ6AG2DY94AaABAg,2025-07-30T12:28:05Z,Drainage not maintained foul smell everywhere residents disgusted,Health & Environment,Complaint,https://www.youtube.com/shorts/7hayOnoy4kM
Ugya9yHTYV-nOmrxuUd4AaABAg,2023-02-17T06:07:20Z,Great response regarding pollution. ಧನ್ಯವಾದಗಳು!,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
Ugya9yHTYV-nOmrxuUd4AaABAg,2023-02-17T06:07:20Z,Great response regarding pollution. ಧನ್ಯವಾದಗಳು!,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
Ugxq3xcftTmJWedh0Xp4AaABAg,2023-06-01T18:35:57Z,pollution problem is causing inconvenience. Request quick action.,Health & Environment,Complaint,https://www.youtube.com/shorts/7hayOnoy4kM
Ugxaf8e_ZcwP-H2bQ8V4AaABAg,2024-01-10T11:34:03Z,Mosquito bites causing fever children falling sick households frustrated,Health & Environment,Complaint,https://www.youtube.com/shorts/7hayOnoy4kM
UgxBmAuTuUVsfKyGngN4AaABAg,2025-04-17T18:38:01Z,Positive changes seen in ಸೊಳ್ಳೆ. Thanks team.,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
Ugy5mGaIYAJguBVKIgx4AaABAg,2017-11-16T02:28:00Z,mosquito service handled very well. Appreciated.,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
Ugya9yHTYV-nOmrxuUd4AaABAg,2023-02-17T06:07:20Z,Great response regarding pollution. ಧನ್ಯವಾದಗಳು!,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
Ugxaf8e_ZcwP-H2bQ8V4AaABAg,2024-01-10T11:34:03Z,Open drains full of mosquitoes residents angry about poor sanitation,Health & Environment,Complaint,https://www.youtube.com/shorts/7hayOnoy4kM
Ugw51NhUtTmkxIpCUip4AaABAg,2025-07-27T07:51:14Z,Mosquito problem rising garbage piles attracting insects community disgusted,Health & Environment,Complaint,https://www.youtube.com/shorts/7hayOnoy4kM
UgyBledwRrsjqS3l2PB4AaABAg,2024-07-12T02:05:07Z,ಆರೋಗ್ಯ service handled very well. Appreciated.,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
UgxEof8SW0GAmNJT0MJ4AaABAg,2023-05-28T13:12:53Z,Fogging not done regularly mosquito menace spreading diseases residents helpless,Health & Environment,Complaint,https://www.youtube.com/shorts/7hayOnoy4kM
Ugzvoaz5zb6R7gOq3YJ4AaABAg,2025-08-22T02:53:45Z,Happy with the recent work on ಆರೋಗ್ಯ. Keep going.,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
UgwBLT6iCrXke8DVuL94AaABAg,2024-07-08T12:18:48Z,Mosquito breeding near sewage families fearful of chikungunya,Health & Environment,Complaint,https://www.youtube.com/shorts/7hayOnoy4kM
Ugxq3xcftTmJWedh0Xp4AaABAg,2023-06-01T18:35:57Z,Too many mosquitoes at night residents unable to sleep households frustrated,Health & Environment,Complaint,https://www.youtube.com/shorts/7hayOnoy4kM
UgxuPCKNy0Ek5ILp3vN4AaABAg,2025-06-15T18:47:05Z,Mosquito bites increasing no preventive measures taken residents worried,Health & Environment,Complaint,https://www.youtube.com/shorts/7hayOnoy4kM
Ugxlu08cCt7AMmDqxKN4AaABAg,2024-10-23T04:23:43Z,health service handled very well. Appreciated.,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
Ugxaf8e_ZcwP-H2bQ8V4AaABAg,2024-01-10T11:34:03Z,- Mosquito breeding in uncovered tanks households fearful of health risks,Health & Environment,Complaint,https://www.youtube.com/shorts/7hayOnoy4kM
UgxBmAuTuUVsfKyGngN4AaABAg,2025-04-17T18:38:01Z,Positive changes seen in ಸೊಳ್ಳೆ. Thanks team.,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
UgyFrKPMp3msvJrcpbp4AaABAg,2022-07-30T16:41:28Z,Good improvement in pollution. Thank you!,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
UgwEIWsHqIDEK6F-26p4AaABAg,2025-06-11T14:29:17Z,Happy with the recent work on mosquito. Keep going.,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
Ugw4yaZ6PkcZrAjLy4F4AaABAg,2025-10-11T03:58:25Z,Positive changes seen in pollution. Thanks team.,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
UgxTuQvEjoksA5gkStV4AaABAg,2025-08-11T03:44:45Z,Mosquito menace spreading diseases families fearful and frustrated,Health & Environment,Complaint,https://www.youtube.com/shorts/7hayOnoy4kM
UgzLy89EPAr5eYPdgMV4AaABAg,2025-05-18T08:48:05Z,Mosquito menace spreading infections residents frustrated and helpless,Health & Environment,Complaint,https://www.youtube.com/shorts/7hayOnoy4kM
Ugw4yaZ6PkcZrAjLy4F4AaABAg,2025-10-11T03:58:25Z,Positive changes seen in pollution. Thanks team.,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
UgxBmAuTuUVsfKyGngN4AaABAg,2025-04-17T18:38:01Z,Positive changes seen in ಸೊಳ್ಳೆ. Thanks team.,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
UgxEof8SW0GAmNJT0MJ4AaABAg,2023-05-28T13:12:53Z,Mosquito problem rising due to clogged drainage families angry,Health & Environment,Complaint,https://www.youtube.com/shorts/7hayOnoy4kM
Ugxaf8e_ZcwP-H2bQ8V4AaABAg,2024-01-10T11:34:03Z,Mosquito menace uncontrolled residents fearful of spreading diseases,Health & Environment,Complaint,https://www.youtube.com/shorts/7hayOnoy4kM
Ugw51NhUtTmkxIpCUip4AaABAg,2025-07-27T07:51:14Z,Mosquito bites causing sickness households frustrated with authorities,Health & Environment,Complaint,https://www.youtube.com/shorts/7hayOnoy4kM
UgwBLT6iCrXke8DVuL94AaABAg,2024-07-08T12:18:48Z,Mosquito breeding in dirty surroundings families disgusted and worried,Health & Environment,Complaint,https://www.youtube.com/shorts/7hayOnoy4kM
UgyBledwRrsjqS3l2PB4AaABAg,2024-07-12T02:05:07Z,ಆರೋಗ್ಯ service handled very well. Appreciated.,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
UgxBmAuTuUVsfKyGngN4AaABAg,2025-04-17T18:38:01Z,Positive changes seen in ಸೊಳ್ಳೆ. Thanks team.,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
Ugxq3xcftTmJWedh0Xp4AaABAg,2023-06-01T18:35:57Z,Mosquito menace due to poor sanitation residents angry and helpless,Health & Environment,Complaint,https://www.youtube.com/shorts/7hayOnoy4kM
UgxuPCKNy0Ek5ILp3vN4AaABAg,2025-06-15T18:47:05Z,Mosquito problem increasing no action taken households fearful,Health & Environment,Complaint,https://www.youtube.com/shorts/7hayOnoy4kM
Ugxe_cqc1LCJB_yHPMV4AaABAg,2025-09-05T16:48:59Z,Mosquito menace disturbing community health residents frustrated,Health & Environment,Complaint,https://www.youtube.com/shorts/7hayOnoy4kM
UgwnKc4DtWSJ3rGQM4d4AaABAg,2025-09-27T08:23:13Z,Good improvement in ಮಾಲಿನ್ಯ. Thank you!,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
UgxEof8SW0GAmNJT0MJ4AaABAg,2023-05-28T13:12:53Z,Mosquito breeding in stagnant drains families worried about dengue outbreak,Health & Environment,Complaint,https://www.youtube.com/shorts/7hayOnoy4kM
UgzL-YWfJFjY8lqL6Ed4AaABAg,2025-07-22T07:02:03Z,Mosquito menace increasing households frustrated with sleepless nights,Health & Environment,Complaint,https://www.youtube.com/shorts/7hayOnoy4kM
UgyZvwsFhfTnKf41Xix4AaABAg,2025-03-17T21:01:35Z,Great response regarding ಆರೋಗ್ಯ. ಧನ್ಯವಾದಗಳು!,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
UgwEIWsHqIDEK6F-26p4AaABAg,2025-06-11T14:29:17Z,Happy with the recent work on mosquito. Keep going.,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
UgyFrKPMp3msvJrcpbp4AaABAg,2022-07-30T16:41:28Z,Good improvement in pollution. Thank you!,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
Ugzvoaz5zb6R7gOq3YJ4AaABAg,2025-08-22T02:53:45Z,Happy with the recent work on ಆರೋಗ್ಯ. Keep going.,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
UgxEof8SW0GAmNJT0MJ4AaABAg,2023-05-28T13:12:53Z,Too many mosquitoes every evening families helpless and frustrated,Health & Environment,Complaint,https://www.youtube.com/shorts/7hayOnoy4kM
Ugxlu08cCt7AMmDqxKN4AaABAg,2024-10-23T04:23:43Z,health service handled very well. Appreciated.,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
Ugwbx7EJ8JRZ6AG2DY94AaABAg,2025-07-30T12:28:05Z,Mosquito bites causing fever families worried about malaria outbreak.,Health & Environment,Complaint,https://www.youtube.com/shorts/7hayOnoy4kM
UgxEof8SW0GAmNJT0MJ4AaABAg,2023-05-28T13:12:53Z,Fogging drive missing mosquito problem rising residents angry,Health & Environment,Complaint,https://www.youtube.com/shorts/7hayOnoy4kM
UgzL-YWfJFjY8lqL6Ed4AaABAg,2025-07-22T07:02:03Z,Mosquito breeding in drains community disgusted with poor sanitation,Health & Environment,Complaint,https://www.youtube.com/shorts/7hayOnoy4kM
Ugw8CF1yDJAWCrRjpdd4AaABAg,2025-05-28T06:10:36Z,Good improvement in ಆರೋಗ್ಯ. Thank you!,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
Ugxq3xcftTmJWedh0Xp4AaABAg,2023-06-01T18:35:57Z,Mosquito menace spreading infections households fearful of chikungunya,Health & Environment,Complaint,https://www.youtube.com/shorts/7hayOnoy4kM
UgzL-YWfJFjY8lqL6Ed4AaABAg,2025-07-22T07:02:03Z,Mosquito bites disturbing daily life families worried about health risks,Health & Environment,Complaint,https://www.youtube.com/shorts/7hayOnoy4kM
UgzLy89EPAr5eYPdgMV4AaABAg,2025-05-18T08:48:05Z,Mosquito breeding in sewage households frustrated and fearful,Health & Environment,Complaint,https://www.youtube.com/shorts/7hayOnoy4kM
Ugya9yHTYV-nOmrxuUd4AaABAg,2023-02-17T06:07:20Z,Great response regarding pollution. ಧನ್ಯವಾದಗಳು!,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
UgzYcBZq3nL1hvL6rUp4AaABAg,2024-09-20T05:57:04Z,Mosquito menace uncontrolled residents angry about lack of action,Health & Environment,Complaint,https://www.youtube.com/shorts/7hayOnoy4kM
UgxVeC-JH8mT3j6WphF4AaABAg,2025-06-28T05:34:16Z,Positive changes seen in ಆರೋಗ್ಯ. Thanks team.,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
Ugya9yHTYV-nOmrxuUd4AaABAg,2023-02-17T06:07:20Z,Great response regarding pollution. ಧನ್ಯವಾದಗಳು!,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
UgxVeC-JH8mT3j6WphF4AaABAg,2025-06-28T05:34:16Z,Positive changes seen in ಆರೋಗ್ಯ. Thanks team.,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
Ugw51NhUtTmkxIpCUip4AaABAg,2025-07-27T07:51:14Z,Stagnant water around houses mosquito problem worsening families helpless,Health & Environment,Complaint,https://www.youtube.com/shorts/7hayOnoy4kM
UgwnKc4DtWSJ3rGQM4d4AaABAg,2025-09-27T08:23:13Z,Good improvement in ಮಾಲಿನ್ಯ. Thank you!,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
Ugw51NhUtTmkxIpCUip4AaABAg,2025-07-27T07:51:14Z,Mosquito bites increasing children falling sick parents worried,Health & Environment,Complaint,https://www.youtube.com/shorts/7hayOnoy4kM
Ugw8CF1yDJAWCrRjpdd4AaABAg,2025-05-28T06:10:36Z,Good improvement in ಆರೋಗ್ಯ. Thank you!,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
Ugxlu08cCt7AMmDqxKN4AaABAg,2024-10-23T04:23:43Z,health service handled very well. Appreciated.,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
UgxEof8SW0GAmNJT0MJ4AaABAg,2023-05-28T13:12:53Z,Mosquito menace due to poor sanitation residents frustrated and disgusted,Health & Environment,Complaint,https://www.youtube.com/shorts/7hayOnoy4kM
UgzYcBZq3nL1hvL6rUp4AaABAg,2024-09-20T05:57:04Z,Fogging not done regularly mosquito menace spreading diseases households angry,Health & Environment,Complaint,https://www.youtube.com/shorts/7hayOnoy4kM
UgwBLT6iCrXke8DVuL94AaABAg,2024-07-08T12:18:48Z,Mosquito breeding in uncovered tanks families fearful of dengue and malaria,Health & Environment,Complaint,https://www.youtube.com/shorts/7hayOnoy4kM
Ugy5mGaIYAJguBVKIgx4AaABAg,2017-11-16T02:28:00Z,mosquito service handled very well. Appreciated.,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
Ugxe_cqc1LCJB_yHPMV4AaABAg,2025-09-05T16:48:59Z,Mosquito menace disturbing community health residents frustrated,Health & Environment,Complaint,https://www.youtube.com/shorts/7hayOnoy4kM
UgxVeC-JH8mT3j6WphF4AaABAg,2025-06-28T05:34:16Z,Positive changes seen in ಆರೋಗ್ಯ. Thanks team.,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
UgwBLT6iCrXke8DVuL94AaABAg,2024-07-08T12:18:48Z,Mosquito problem rising households angry about negligence,Health & Environment,Complaint,https://www.youtube.com/shorts/7hayOnoy4kM
Ugxq3xcftTmJWedh0Xp4AaABAg,2023-06-01T18:35:57Z,Mosquito bites causing sickness families helpless and worried,Health & Environment,Complaint,https://www.youtube.com/shorts/7hayOnoy4kM
Ugxq3xcftTmJWedh0Xp4AaABAg,2023-06-01T18:35:57Z,Mosquito menace spreading rapidly residents frustrated with authorities,Health & Environment,Complaint,https://www.youtube.com/shorts/7hayOnoy4kM
UgwEIWsHqIDEK6F-26p4AaABAg,2025-06-11T14:29:17Z,Happy with the recent work on mosquito. Keep going.,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
Ugxe_cqc1LCJB_yHPMV4AaABAg,2025-09-05T16:48:59Z,Coronavirus treatment cost in private hospital too high patients frustrated with heavy bills,Health & Environment,Complaint,https://www.youtube.com/watch?v=brcadWUsIhI
UgxBmAuTuUVsfKyGngN4AaABAg,2025-04-17T18:38:01Z,Government not fixing hospital charges families worried about expensive coronavirus treatment,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
Ugzvoaz5zb6R7gOq3YJ4AaABAg,2025-08-22T02:53:45Z,Happy with the recent work on ಆರೋಗ್ಯ. Keep going.,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
Ugzm4zfPFmbVeCNIsrZ4AaABAg,2025-08-01T04:51:57Z,Private hospital demanding extra fees patients angry about unfair coronavirus bills,Health & Environment,Complaint,https://www.youtube.com/watch?v=brcadWUsIhI
Ugx8TTBFcp15Ze6xG2R4AaABAg,2023-05-28T13:40:59Z,Coronavirus treatment cost uncontrolled residents helpless about rising medical expenses,Health & Environment,Complaint,https://www.youtube.com/watch?v=brcadWUsIhI
Ugxq3xcftTmJWedh0Xp4AaABAg,2023-06-01T18:35:57Z,Hospital charges for coronavirus treatment unreasonable families frustrated with private hospitals,Health & Environment,Complaint,https://www.youtube.com/watch?v=brcadWUsIhI
Ugya9yHTYV-nOmrxuUd4AaABAg,2023-02-17T06:07:20Z,Great response regarding pollution. ಧನ್ಯವಾದಗಳು!,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
Ugzm4zfPFmbVeCNIsrZ4AaABAg,2025-08-01T04:51:57Z,Government delay in regulating treatment cost patients suffering financially,Health & Environment,Complaint,https://www.youtube.com/watch?v=brcadWUsIhI
Ugya9yHTYV-nOmrxuUd4AaABAg,2023-02-17T06:07:20Z,Great response regarding pollution. ಧನ್ಯವಾದಗಳು!,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
UgzYcBZq3nL1hvL6rUp4AaABAg,2024-09-20T05:57:04Z,Private hospital bills for coronavirus treatment shocking residents angry about exploitation,Health & Environment,Complaint,https://www.youtube.com/watch?v=brcadWUsIhI
Ugxaf8e_ZcwP-H2bQ8V4AaABAg,2024-01-10T11:34:03Z,Coronavirus treatment cost burden too heavy households worried about affordability,Health & Environment,Complaint,https://www.youtube.com/watch?v=brcadWUsIhI
Ugxe_cqc1LCJB_yHPMV4AaABAg,2025-09-05T16:48:59Z,Hospital demanding advance payment for coronavirus patients families frustrated and helpless,Health & Environment,Complaint,https://www.youtube.com/watch?v=brcadWUsIhI
UgyZvwsFhfTnKf41Xix4AaABAg,2025-03-17T21:01:35Z,Great response regarding ಆರೋಗ್ಯ. ಧನ್ಯವಾದಗಳು!,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
Ugw4yaZ6PkcZrAjLy4F4AaABAg,2025-10-11T03:58:25Z,Positive changes seen in pollution. Thanks team.,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
UgxuPCKNy0Ek5ILp3vN4AaABAg,2025-06-15T18:47:05Z,Government not monitoring private hospital charges residents angry about negligence,Health & Environment,Complaint,https://www.youtube.com/watch?v=brcadWUsIhI
UgyZvwsFhfTnKf41Xix4AaABAg,2025-03-17T21:01:35Z,Great response regarding ಆರೋಗ್ಯ. ಧನ್ಯವಾದಗಳು!,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
UgzL-YWfJFjY8lqL6Ed4AaABAg,2025-07-22T07:02:03Z,Coronavirus treatment cost increasing patients fearful of debt,Health & Environment,Complaint,https://www.youtube.com/watch?v=brcadWUsIhI
UgxTuQvEjoksA5gkStV4AaABAg,2025-08-11T03:44:45Z,Private hospital charging differently for same coronavirus treatment families frustrated,Health & Environment,Complaint,https://www.youtube.com/watch?v=brcadWUsIhI
UgwBLT6iCrXke8DVuL94AaABAg,2024-07-08T12:18:48Z,There is an issue with drainage. Please fix it soon.,Health & Environment,Complaint,https://www.youtube.com/watch?v=brcadWUsIhI
Ugya9yHTYV-nOmrxuUd4AaABAg,2023-02-17T06:07:20Z,Great response regarding pollution. ಧನ್ಯವಾದಗಳು!,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
UgxBmAuTuUVsfKyGngN4AaABAg,2025-04-17T18:38:01Z,Positive changes seen in ಸೊಳ್ಳೆ. Thanks team.,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
UgyFrKPMp3msvJrcpbp4AaABAg,2022-07-30T16:41:28Z,Good improvement in pollution. Thank you!,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
Ugwbx7EJ8JRZ6AG2DY94AaABAg,2025-07-30T12:28:05Z,health problem is causing inconvenience. Request quick action.,Health & Environment,Complaint,https://www.youtube.com/watch?v=brcadWUsIhI
Ugzvoaz5zb6R7gOq3YJ4AaABAg,2025-08-22T02:53:45Z,Happy with the recent work on ಆರೋಗ್ಯ. Keep going.,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
UgxuPCKNy0Ek5ILp3vN4AaABAg,2025-06-15T18:47:05Z,pollution has not been working properly. Kindly repair it.,Health & Environment,Complaint,https://www.youtube.com/watch?v=brcadWUsIhI
UgxTuQvEjoksA5gkStV4AaABAg,2025-08-11T03:44:45Z,Hospital bills for coronavirus patients unaffordable residents angry about high cost,Health & Environment,Complaint,https://www.youtube.com/watch?v=brcadWUsIhI
UgzYcBZq3nL1hvL6rUp4AaABAg,2024-09-20T05:57:04Z,Government not enforcing fixed rates patients helpless about private hospital charges,Health & Environment,Complaint,https://www.youtube.com/watch?v=brcadWUsIhI
Ugxlu08cCt7AMmDqxKN4AaABAg,2024-10-23T04:23:43Z,health service handled very well. Appreciated.,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
UgwnKc4DtWSJ3rGQM4d4AaABAg,2025-09-27T08:23:13Z,Good improvement in pollution. Thank you!,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
UgwnKc4DtWSJ3rGQM4d4AaABAg,2025-09-27T08:23:13Z,Good improvement in ಮಾಲಿನ್ಯ. Thank you!,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
Ugxe_cqc1LCJB_yHPMV4AaABAg,2025-09-05T16:48:59Z,Coronavirus treatment cost exploitation families disgusted with hospital practices,Health & Environment,Complaint,https://www.youtube.com/watch?v=brcadWUsIhI
UgxVeC-JH8mT3j6WphF4AaABAg,2025-06-28T05:34:16Z,Positive changes seen in ಆರೋಗ್ಯ. Thanks team.,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
UgyFrKPMp3msvJrcpbp4AaABAg,2022-07-30T16:41:28Z,Good improvement in pollution. Thank you!,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
UgyBledwRrsjqS3l2PB4AaABAg,2024-07-12T02:05:07Z,ಆರೋಗ್ಯ service handled very well. Appreciated.,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
Ugw4yaZ6PkcZrAjLy4F4AaABAg,2025-10-11T03:58:25Z,Positive changes seen in pollution. Thanks team.,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
UgxTuQvEjoksA5gkStV4AaABAg,2025-08-11T03:44:45Z,People are facing trouble due to health.,Health & Environment,Complaint,https://www.youtube.com/watch?v=brcadWUsIhI
UgwEIWsHqIDEK6F-26p4AaABAg,2025-06-11T14:29:17Z,Happy with the recent work on mosquito. Keep going.,Health & Environment,Feedback,hhttps://www.youtube.com/watch?v=MGYd05gb3XE
Ugw51NhUtTmkxIpCUip4AaABAg,2025-07-27T07:51:14Z,Private hospital demanding hidden charges patients frustrated and worried,Health & Environment,Complaint,https://www.youtube.com/watch?v=brcadWUsIhI
UgzL-YWfJFjY8lqL6Ed4AaABAg,2025-07-22T07:02:03Z,Hospital bills for coronavirus treatment rising daily residents angry about lack of control,Health & Environment,Complaint,https://www.youtube.com/watch?v=brcadWUsIhI
Ugx8TTBFcp15Ze6xG2R4AaABAg,2023-05-28T13:40:59Z,Government not acting on hospital cost complaints families helpless and frustrated,Health & Environment,Complaint,https://www.youtube.com/watch?v=brcadWUsIhI
Ugya9yHTYV-nOmrxuUd4AaABAg,2023-02-17T06:07:20Z,Great response regarding pollution. ಧನ್ಯವಾದಗಳು!,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
UgwEIWsHqIDEK6F-26p4AaABAg,2025-06-11T14:29:17Z,Happy with the recent work on mosquito. Keep going.,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
UgyZvwsFhfTnKf41Xix4AaABAg,2025-03-17T21:01:35Z,Great response regarding ಆರೋಗ್ಯ. ಧನ್ಯವಾದಗಳು!,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
Ugxlu08cCt7AMmDqxKN4AaABAg,2024-10-23T04:23:43Z,health service handled very well. Appreciated.,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
UgwnKc4DtWSJ3rGQM4d4AaABAg,2025-09-27T08:23:13Z,Good improvement in ಮಾಲಿನ್ಯ. Thank you!,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
UgxVeC-JH8mT3j6WphF4AaABAg,2025-06-28T05:34:16Z,Positive changes seen in ಆರೋಗ್ಯ. Thanks team.,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
UgzLy89EPAr5eYPdgMV4AaABAg,2025-05-18T08:48:05Z,Coronavirus treatment cost unfair patients angry about private hospital greed,Health & Environment,Complaint,https://www.youtube.com/watch?v=brcadWUsIhI
Ugw4yaZ6PkcZrAjLy4F4AaABAg,2025-10-11T03:58:25Z,Positive changes seen in pollution. Thanks team.,Health & Environment,Feedback,https://www.youtube.com/watch?v=MGYd05gb3XE
UgxEof8SW0GAmNJT0MJ4AaABAg,2023-05-28T13:12:53Z,Private hospital charging excessive fees residents frustrated about medical expenses,Health & Environment,Complaint,https://www.youtube.com/watch?v=brcadWUsIhI
Ugw51NhUtTmkxIpCUip4AaABAg,2025-07-27T07:51:14Z,Coronavirus treatment cost in private hospital unbearable families struggling with huge medical bills,Health & Environment,Complaint,https://www.youtube.com/watch?v=brcadWUsIhI
